,CIP01BACHL,CIP04BACHL,CIP05BACHL,CIP26BACHL,CIP52BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP46BACHL,CIP13BACHL,CIP15BACHL,CIP14BACHL,CIP23BACHL,CIP19BACHL,CIP16BACHL,CIP51BACHL,CIP54BACHL,CIP43BACHL,CIP22BACHL,CIP24BACHL,CIP25BACHL,CIP27BACHL,CIP47BACHL,CIP29BACHL,CIP30BACHL,CIP03BACHL,CIP31BACHL,CIP12BACHL,CIP38BACHL,CIP40BACHL,CIP48BACHL,CIP42BACHL,CIP44BACHL,CIP41BACHL,CIP45BACHL,CIP39BACHL,CIP49BACHL,CIP50BACHL,PRGMOFR,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,SATVR25,SATMT25,SATWR25,ACTCM25,ACTEN25,ACTMT25,ACTWR25,SATVR75,SATMT75,SATWR75,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ADM_RATE,ADM_RATE_ALL,SAT_AVG,SAT_AVG_ALL,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,PCTFLOAN,FTFTPCTFLOAN_POOLED_SUPP,LOAN_EVER,C150_4,C150_4_POOLED,DEP_COMP_ORIG_YR6_RT,WDRAW_ORIG_YR2_RT,COSTT4_A,COSTT4_P,NPT41_OTHER,NPT41_PRIV,NPT41_PROG,NPT41_PUB,NPT4_048_OTHER,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_PUB,NPT45_OTHER,NPT45_PRIV,NPT45_PROG,NPT45_PUB,NPT42_OTHER,NPT42_PRIV,NPT42_PROG,NPT42_PUB,NPT4_3075_OTHER,NPT4_3075_PRIV,NPT4_3075_PROG,NPT4_3075_PUB,NPT43_OTHER,NPT43_PRIV,NPT43_PROG,NPT43_PUB,NPT4_75UP_OTHER,NPT4_75UP_PRIV,NPT4_75UP_PROG,NPT4_75UP_PUB,NPT44_OTHER,NPT44_PRIV,NPT44_PROG,NPT44_PUB,NPT4_PROG,NPT4_OTHER,NPT4_PRIV,NPT4_PUB,TUITIONFEE_IN,NUM4_OTHER,NUM4_PRIV,NUM4_PROG,NUM4_PUB,NUM41_OTHER,NUM41_PRIV,NUM41_PROG,NUM41_PUB,NUM45_OTHER,NUM45_PRIV,NUM45_PROG,NUM45_PUB,NUM42_OTHER,NUM42_PRIV,NUM42_PROG,NUM42_PUB,NUM43_OTHER,NUM43_PRIV,NUM43_PROG,NUM43_PUB,NUM44_OTHER,NUM44_PRIV,NUM44_PROG,NUM44_PUB,TUITIONFEE_OUT,TUITIONFEE_PROG,CIPTFBSANNUAL1,CIPTFBS1,CIPTFBSANNUAL2,CIPTFBS2,CIPTFBSANNUAL3,CIPTFBS3,CIPTFBSANNUAL4,CIPTFBS4,CIPTFBSANNUAL5,CIPTFBS5,CIPTFBSANNUAL6,CIPTFBS6,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,AVGFACSAL,CCBASIC,CCSIZSET,CCUGPROF,CONTROL,SCHTYPE,LOCALE2,ST_FIPS,CURROPER,DISTANCEONLY,MAIN,MENONLY,WOMENONLY,INEXPFTE,ICLEVEL,LOCALE,TUITFTE,NUMBRANCH,SCH_DEG,PREDDEG,PFTFAC,REGION,INC_PCT_H2,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,AGE_ENTRY,FAMINC_IND,FAMINC,FSEND_COUNT,AGE_ENTRY_SQ,LNFAMINC,LNFAMINC_IND,UG,UGDS,LN_MEDIAN_HH_INC,MD_FAMINC,MEDIAN_HH_INC,SCUGFFN_POOLED,AGEGE24,PCT_GRAD_PROF,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCT_BORN_US,PCT_BA,UG25ABV,POVERTY_RATE,DEPENDENT,FEMALE,FIRST_GEN,MARRIED
1438,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0089,0.0653,0.1068,0.0623,0.0,0.0148,0.0,0.0,0.0,0.0,0.0504,0.0,0.0297,0.0,0.0445,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0297,0.0504,0.092,0.0,0.0089,0.0386,0.0,0.0979,0.0415,0.0,0.1484,0.0,0.0,0.08900000000000001,530,520,,21,,,,620,610,,27,,,,0.6431,0.6431,1151,1151,575,565,,24,,,,0.6145,0.6862,0.9281690141,0.6659,0.6737,0.665671641791,0.104060913706,55295,,,12151,,,,14656,,,,29014,,,,18726,,,,19682,,,,20341,,,,27662,,,,24958,,,,,22302,,43260,,334,,,,65,,,,114,,,,40,,,,58,,,,57,,,43260,,,,,,,,,,,,,,36400,43000,46500,47700,54000,7064,18,11,13,2,2,,24,1,0,1,0,0,10061,1,23,14491,1,3,3,0.2259,2,0.3169014085,0.1084507042,0.1633802817,0.1676056338,19.891549296,16868.244444,86978.257746,,,,,,1542,11.289999961853,70197,83552.93,838,0.05000000074505,12.9600000381469,2.91000008583068,10.8500003814697,3.07999992370605,83.3600006103515,92.3399963378906,19.5100002288818,0.0309,3.84999990463256,0.9366197183,0.5169014085,0.2636363636,
1442,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0,0.0233,0.1518,0.0467,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.3852,0.0039,0.1206,0.0,0.0545,0.0,0.0,0.0,0.0,0.0233,0.0,0.0311,0.0,0.0,0.0039,0.0,0.0623,0.0,0.0,0.07,0.0,0.0,0.0156,460,460,380,16,,,,560,540,480,22,,,,0.6839,0.6839,1010,1010,510,500,430,19,,,,0.8333,0.8632,0.9719298246,0.4669,0.4427,0.461538461538,0.16592920354,47742,,,20097,,,,19606,,,,27512,,,,18464,,,,19341,,,,20236,,,,25836,,,,24248,,,,,21848,,35680,,322,,,,114,,,,54,,,,49,,,,48,,,,57,,,35680,,,,,,,,,,,,,,41700,37900,45600,44200,50000,7017,18,11,11,2,2,,25,1,0,1,0,0,7115,1,12,16040,1,3,3,0.1733,1,0.1473684211,0.1789473684,0.1555555556,0.134502924,21.604678363,29644.1875,55133.722807,,,,,,1307,10.9799995422363,38891,62232.99,687,0.20999999344348,9.35999965667724,2.36999988555908,13.3599996566772,12.8199996948242,74.5199966430664,84.3600006103515,14.4099998474121,0.1516,10.4499998092651,0.8315789474,0.5941520468,0.4057377049,0.0374269006
1443,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0086,0.0817,0.1097,0.0,0.0,0.0,0.0538,0.0,0.0,0.0,0.0,0.0903,0.0,0.0452,0.0,0.0581,0.0,0.0237,0.0,0.0,0.1097,0.0,0.0,0.0065,0.0237,0.0,0.0,0.0237,0.0559,0.0,0.0452,0.0,0.0,0.2086,0.0,0.0,0.0559,660,670,680,31,32,28,,750,780,770,34,35,34,,0.1281,0.1281,1449,1449,705,725,725,33,34,31,,0.1661,0.1518,0.5014164306,0.9329999999999999,0.9426,,0.077981651376,71300,,,7276,,,,8339,,,,44238,,,,10802,,,,12746,,,,13764,,,,39129,,,,20960,,,,,25208,,56426,,238,,,,51,,,,96,,,,22,,,,42,,,,27,,,56426,,,,,,,,,,,,,,61600,66700,64800,81600,83300,12975,21,11,14,2,2,,25,1,0,1,0,0,30709,1,21,27541,1,3,3,0.9158,1,0.2436260623,0.2124645892,0.1444759207,0.0793201133,19.660056657,6908.6923077,78988.733711,,,,,,1855,11.2299995422363,42053,82187.65,942,0,17.1900005340576,7.03000020980835,9.85999965667724,11.4300003051757,75.6399993896484,81,22.7000007629394,0.0125,6.96999979019165,0.9631728045,0.5439093484,0.2084592145,
1445,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,,0.0,0.0,0.0,0.0,0.0857,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.0036,0.0,0.0,0.4357,0.0071,0.2786,0.0,0.0214,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.025,0.0964,0.0,0.0071,0.0036,0.0,0.0214,,,,,,,,,,,,,,,0.7362,0.7362,,,,,,,,,,0.7464,0.9184,0.9734789392,0.4634,0.4393,0.391167192429,0.119453924915,51109,,,22085,,,,22125,,,,30675,,,,22200,,,,24003,,,,25596,,,,28841,,,,27008,,,,,25502,,37860,,259,,,,70,,,,54,,,,38,,,,43,,,,54,,,37860,,,,,,,,,,,,,,38000,36100,43100,44000,48100,6468,19,10,9,2,2,,25,1,0,1,0,0,5175,1,41,15013,1,3,3,0.2081,1,0.232449298,0.1669266771,0.1560062402,0.1560062402,22.691107644,54766.452055,69493.468019,,,,,,1131,11.1099996566772,53085,69542.67,490,0.11999999731779,10.3400001525878,2.35999989509582,3.54999995231628,6.17999982833862,89.2099990844726,89.2600021362304,16.8600006103515,0.2759,6.57999992370605,0.7722308892,0.6302652106,0.3969335605,0.0889235569
1447,0,0,1,1,2,1,0,1,0,1,0,0,1,0,1,2,1,0,0,2,0,1,0,0,1,1,0,0,1,1,0,1,1,0,2,1,0,1,,0.0,0.0,0.0,0.0974,0.2535,0.0771,0.0,0.0122,0.0,0.0,0.0,0.0,0.0568,0.0,0.0142,0.1785,0.0467,0.0,0.002,0.0061,0.0,0.0162,0.0,0.0,0.0041,0.002,0.0,0.0,0.0142,0.0142,0.0,0.0629,0.0,0.0,0.1237,0.0041,0.0,0.0142,,,,,,,,,,,,,,,0.8107,0.8107,,,,,,,,,,0.7035,0.7268,0.97,0.7531,0.7307,0.733075435203,0.082872928177,53303,,,24500,,,,25184,,,,31925,,,,26284,,,,27030,,,,27516,,,,31260,,,,29434,,,,,29660,,40958,,378,,,,45,,,,192,,,,28,,,,43,,,,70,,,40958,,,,,,,,,,,,,,47100,45700,52100,53700,61300,8506,19,11,12,2,2,,25,1,0,1,0,0,9555,1,12,14911,1,3,3,0.4932,1,0.485,0.09,0.107,0.154,20.621,33614.38,112625.524,,,,,,2014,11.25,103301,80096.93,1069,0.01999999955296,12.9499998092651,2.63000011444091,3.25999999046325,4.3600001335144,90.2399978637695,89.8199996948242,20.4099998474121,0.0638,4.75,0.9,0.597,0.1752903907,0.028
1448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620,650,590,28,28,27,,690,760,660,32,34,33,,0.2441,0.2441,1367,1367,655,705,625,30,31,30,,0.3262,0.3128,0.9169960474,0.9147,0.9182,,0.040816326531,68482,,,14605,,,,15999,,,,51294,,,,19229,,,,23688,,,,26947,,,,46299,,,,26874,,,,,35385,,51104,,221,,,,44,,,,105,,,,19,,,,26,,,,27,,,51104,,,,,,,,,,,,,,77000,76400,95800,96900,113300,16278,29,11,14,2,2,,25,1,0,1,0,0,15388,1,21,34365,1,3,3,1.0,1,0.4486166008,0.0909090909,0.1422924901,0.1422924901,19.440711462,,119186.69565,,,,,,2361,11.25,91204,82978.89,1138,0.07999999821186,16.2800006866455,5.8600001335144,6.67999982833862,8.98999977111816,81.0800018310547,82.8199996948242,22.4200000762939,0.0034,6.51000022888183,,0.4822134387,0.1487603306,
1451,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,,0.0108,0.0,0.0,0.0389,0.2376,0.0,0.0,0.0324,0.0,0.1166,0.0,0.0,0.0,0.0,0.0,0.1857,0.0,0.0518,0.0562,0.0842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1857,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.6041,0.6041,,,,,,,,,,0.8428,0.9091,0.9688605803,0.5935,0.5809,0.609137055838,0.195578231293,46315,,,17002,,,,17020,,,,27813,,,,17050,,,,18883,,,,21240,,,,26238,,,,24314,,,,,20485,,34225,,132,,,,44,,,,22,,,,27,,,,21,,,,18,,,34225,,,,,,,,,,,,,,37000,38900,40800,43700,44800,7844,18,9,9,2,2,,25,1,0,1,0,1,7428,1,21,15610,1,3,3,0.2148,1,0.0990799717,0.1988676575,0.1337579618,0.1167728238,29.326963907,38091.62959,46031.907997,,,,,,1921,11.0200004577636,32289,64235.27,297,0.51999998092651,8.86999988555908,1.77999997138977,6.67000007629394,9.0600004196167,84.2399978637695,88.9100036621093,14.3900003433227,0.4956,7.98000001907348,0.3446567587,,0.4970662196,0.1967445152
1452,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.3621,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4138,0.0,0.1164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,,,,,,,,,,,,,,,0.6927,0.6927,,,,,,,,,,0.7531,0.8447,0.9213836478,0.3819,0.3324,0.306451612903,0.235294117647,39751,,,33324,,,,32810,,,,33418,,,,31526,,,,32322,,,,33516,,,,33418,,,,,,,,,33019,,22320,,31,,,,15,,,,6,,,,6,,,,4,,,,0,,,22320,,,,,,,,,,,,,,30600,28700,34300,32300,34000,7112,22,6,9,3,,,25,1,0,1,0,0,6195,1,11,18017,1,3,3,0.122,1,0.0864779874,0.177672956,0.1352201258,0.0676100629,26.300314465,27766.734247,40425.003145,,,,,,684,11.0299997329711,26886,64103.41,103,0.18000000715255,10.4200000762939,3.90000009536743,13.1000003814697,9.0600004196167,74.0599975585937,81.9199981689453,16.4699993133544,0.5774,9.59000015258789,0.4261006289,0.7106918239,0.4624277457,0.108490566
1454,1,0,0,1,2,1,1,1,0,1,0,0,0,0,0,2,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,,0.0407,0.0,0.0,0.0128,0.1156,0.0021,0.0043,0.0,0.0,0.0321,0.0,0.0,0.0,0.0,0.0,0.409,0.0,0.0535,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0343,0.0,0.0,0.0,0.0,0.0771,0.0,0.0,0.0,0.0,0.0,0.212,490,490,430,20,20,17,,600,580,540,25,27,26,,0.6634,0.6634,1087,1087,545,535,485,23,24,22,,0.7418,0.7789,0.9473237043,0.4368,0.4095,0.117525773196,0.185855263158,53368,,,30434,,,,28665,,,,35744,,,,26091,,,,27914,,,,29457,,,,34818,,,,32853,,,,,31804,,39200,,313,,,,64,,,,104,,,,44,,,,52,,,,49,,,39200,,,,,,,,,,,,,,38100,39500,42500,38200,49400,7972,22,11,13,2,2,,25,1,0,1,0,0,6042,1,12,16910,1,3,3,0.2743,1,0.2582837723,0.1512319456,0.1384876805,0.1546304163,22.687340697,31463.408088,74176.725573,,,,,,1725,11.0900001525878,55145,68777.13,796,0.31000000238418,10.3500003814697,2.56999993324279,5.07999992370605,6.71999979019165,86.8600006103515,88.75,16.7199993133544,0.18600000000000003,7.15999984741211,0.7689039932,0.5887850467,0.3290676417,0.054375531
1455,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.9171,0.0009,0.0,0.0578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,600,640,550,28,26,27,,680,730,650,32,33,32,,0.4321,0.4321,1338,1338,640,685,600,30,30,30,,0.4853,0.4643,0.9748784441,0.8882,0.9001,,0.040310077519,66180,,,20486,,,,21734,,,,45026,,,,22934,,,,25570,,,,27849,,,,42172,,,,31248,,,,,36919,,49880,,550,,,,49,,,,310,,,,51,,,,59,,,,81,,,49880,,,,,,,,,,,,,,67000,65300,79200,74800,95400,14104,18,14,14,2,2,,25,1,0,1,0,0,15504,1,13,30307,1,3,3,0.6551,1,0.5016207455,0.095623987,0.1158833063,0.1410048622,19.811183144,29357.95122,123843.35089,,,,,,4177,11.2700004577636,106565.5,82419.5,2059,0.02999999932944,14.6000003814697,3.65000009536743,4.40000009536743,5.28000020980835,87.6900024414062,87.9800033569336,21.3400001525878,0.018000000000000002,5.03000020980835,0.9667747164,0.3995137763,0.1555367709,
1456,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.011000000000000001,0.011000000000000001,0.0,0.0,0.0,0.0,0.0321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9416,,,,,,,,,,,,,,,0.4764,0.4764,,,,,,,,,,0.3669,0.381,0.9163655137,0.6357,0.6379,0.492105263158,0.308612440191,63027,,,43518,,,,42673,,,,51463,,,,41505,,,,44736,,,,48020,,,,51201,,,,50474,,,,,48425,,44140,,532,,,,87,,,,235,,,,63,,,,62,,,,85,,,44140,,,,,,,,,,,,,,25700,28400,33700,34600,38300,9800,30,12,9,2,2,,25,1,0,1,0,0,18631,1,11,27167,1,3,3,0.3934,1,0.2596799174,0.1347444502,0.136293237,0.1321631389,24.495095509,30481.51633,78637.270005,,,,,,6332,11.1800003051757,50454,77216.67,2493,0.11999999731779,14.0600004196167,4.42999982833862,8.52000045776367,8.97000026702881,80.9000015258789,86.8199996948242,21.3899993896484,0.1918,6.55000019073486,0.668043366,0.3608673206,0.2123362445,0.1140939597
1459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4738,0.2083,,0.2,0.1428,0.220930232558,0.254901960784,33031,,,21311,,,,23581,,,,30531,,,,24716,,,,24716,,,,,,,,31364,,,,33031,,,,,27473,,21924,,6,,,,1,,,,2,,,,2,,,,0,,,,1,,,21924,,,,,,,,,,,,,,40200,37400,41400,40800,50900,6240,30,6,11,2,2,,25,1,0,1,0,0,11587,1,11,25354,1,3,3,0.0802,1,,,,,24.428571429,22178.178571,44319.928571,,,,,,271,11.0900001525878,24033,68891.03,48,0.34000000357627,12.9600000381469,4.28999996185302,7.59999990463257,8.78999996185302,80.8600006103515,83.7699966430664,19.25,0.4535,8.06999969482422,0.6,0.4285714286,,
1461,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,,0.0,0.0,0.0,0.1002,0.23399999999999999,0.065,0.0,0.0335,0.0,0.021,0.0,0.0,0.039,0.0,0.0055,0.0444,0.026000000000000002,0.0017,0.0,0.0,0.0,0.0268,0.0,0.0,0.0294,0.0096,0.0,0.0,0.0122,0.0105,0.0,0.0964,0.0,0.0,0.2252,0.0059,0.0,0.0138,650,670,640,31,32,28,8,720,770,730,34,35,33,10,0.2789,0.2789,1429,1429,685,720,685,33,34,31,9,0.3704,0.3939,0.9496402878,0.919,0.9201,,0.028520499109,70588,,,7251,,,,8802,,,,47675,,,,9693,,,,13827,,,,16648,,,,42172,,,,23172,,,,,33562,,55464,,1055,,,,58,,,,580,,,,101,,,,148,,,,168,,,55464,,,,,,,,,,,,,,64900,72500,82200,79300,92500,15323,15,17,14,2,2,,25,1,0,1,0,0,24648,1,13,34327,1,3,3,0.6477,1,0.4896882494,0.0959232614,0.1074340528,0.1338129496,19.469064748,8789.3928571,132356.56019,,,,,,9639,11.2700004577636,103007,83893.95,4725,0.15999999642372,16.1599998474121,4.94999980926513,7.51000022888183,8.10000038146972,81.7200012207031,84.7399978637695,22.5100002288818,0.0206,5.92999982833862,0.9865707434,0.5189448441,0.1318956871,
1462,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,2,1,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0033,0.0066,0.0946,0.2299,0.1362,0.0,0.0411,0.0,0.021,0.0043,0.0831,0.0146,0.0,0.0088,0.0699,0.0097,0.0008,0.0006,0.0,0.0,0.0195,0.0,0.0,0.0187,0.0014,0.0,0.0,0.0076,0.0136,0.0,0.042,0.0016,0.0,0.1372,0.0,0.0,0.0337,650,680,600,30,31,27,8,720,780,690,33,35,33,9,0.2209,0.2209,1420,1420,685,730,645,32,33,30,9,0.3309,0.3421,0.9422847603,0.8817,0.8764,0.81275862069,0.046868846002,70216,,,15661,,,,14749,,,,47586,,,,13211,,,,17274,,,,20801,,,,43328,,,,32265,,,,,30729,,53948,,1557,,,,322,,,,595,,,,191,,,,220,,,,229,,,53948,,,,,,,,,,,,,,52800,54700,63400,63600,75900,14136,15,17,14,2,2,,25,1,0,1,0,0,32355,1,11,33686,1,3,3,0.7021,1,0.387312187,0.1094681612,0.1342714047,0.151442881,19.95540186,19295.908714,105821.886,,,,,,17238,11.2600002288818,81244,83140.68,7048,0.07000000029802,15.5299997329711,5.69999980926513,6.46999979019165,9.01000022888183,81.7099990844726,84.2900009155273,22.0100002288818,0.066,5.76999998092651,0.942523253,0.6546625328,0.169382716,0.0085857381
1463,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0571,0.1813,0.0374,0.0,0.0,0.0868,0.0,0.0099,0.0,0.0,0.022000000000000002,0.0,0.0176,0.0,0.0187,0.0,0.0,0.0,0.0,0.0352,0.0,0.0,0.033,0.022000000000000002,0.0,0.0,0.0055,0.033,0.0,0.0769,0.0725,0.0,0.2374,0.0,0.0,0.0538,630,650,640,29,30,28,8,720,780,710,33,35,33,9,0.3115,0.3115,1398,1398,675,715,675,31,33,31,9,0.415,0.425,0.9446952596,0.8805,0.8907,,0.048442906574,70848,,,17062,,,,18119,,,,53731,,,,20205,,,,21988,,,,23232,,,,49316,,,,33580,,,,,37688,,55395,,414,,,,73,,,,196,,,,37,,,,53,,,,55,,,55395,,,,,,,,,,,,,,47000,49100,57700,64700,69000,13176,15,14,14,2,2,,25,1,0,1,0,0,18770,1,13,24212,1,3,3,0.6805,1,0.3431151242,0.0970654628,0.1478555305,0.1591422122,19.484198646,9272.2142857,97039.162528,,,,,,3627,11.289999961853,72611.5,85221.28,1699,0.01999999955296,18.2199993133544,5.73999977111816,7.23999977111816,7.90999984741211,81.0699996948242,83.4199981689453,23.3500003814697,0.0072,5.69999980926513,0.9683972912,0.6027088036,0.1630695444,
1464,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,,0.0,0.0,0.001,0.0434,0.15,0.0656,0.0,0.0148,0.0,0.18600000000000003,0.0,0.0,0.038,0.0,0.0044,0.0316,0.0301,0.0937,0.0,0.0,0.0,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0158,0.0,0.1288,0.0424,0.0,0.0696,0.0,0.0257,0.0331,500,490,,19,,,,580,570,,25,,,,0.9014,0.9014,1073,1073,540,530,,22,,,,0.767,0.8856,0.927600802,0.6035,0.5988,0.572210065646,0.126039933444,22590,,,,,12246,,,,12871,,,,21903,,,,14069,,,,15849,,,,17360,,,,21441,,,,20649,,,,17765,10367,,,,1273,,,,301,,,,398,,,,157,,,,185,,,,232,16507,,,,,,,,,,,,,,37500,37400,42200,41500,47900,9176,18,13,13,1,1,,25,1,0,1,0,0,7669,1,21,9901,1,3,3,1.0,1,0.2595232791,0.1314323903,0.1338828247,0.1670750724,21.950323012,24475.040915,71444.249499,,,,,,9312,11.1899995803833,57864,75059.92,2857,0.11999999731779,9.36999988555908,2.03999996185302,4.17999982833862,3.27999997138977,88.9100036621093,89.9899978637695,17.8500003814697,0.1606,5.19999980926513,0.8148808198,0.5927823569,0.3414215686,0.0369792827
1468,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.2804,0.0,0.0,0.0,0.0,0.0794,0.0,0.0,0.0,0.0,0.0,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.1799,0.2328,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6307,0.4,0.8941908714,0.1667,0.0636,,0.359872611465,27140,,,20420,,,,22462,,,,,,,,24504,,,,24504,,,,,,,,,,,,,,,,,22462,,15588,,2,,,,1,,,,0,,,,1,,,,0,,,,0,,,15588,,,,,,,,,,,,,,36400,37700,38900,39200,40000,7677,18,9,5,2,2,,25,1,0,1,0,0,5782,1,11,12117,1,3,3,1.0,1,,0.2593360996,0.1099585062,,33.255186722,30837.841232,31226.392116,,,,,,690,10.9300003051757,27349,59111.58,35,0.85000002384185,11.6599998474121,4.96000003814697,20.5400009155273,16.8999996185302,60.3499984741211,75.9300003051757,15.8100004196167,0.8227,12.4099998474121,0.1244813278,0.7427385892,0.509383378,0.2116182573
